terminal_code
Flint Hills-PHX
SilverE-Evstn-UT
HFC-Grand Jct-Rack
HFC-Grand Junct
Suncor-GrandJ
Chv-LV-B-unev
TSO-LV-km
XOM-LV-U
HFC-PHX-km
Sunoco-PHX
TSO-PHX-cj
TSO-PHX-km
SilverE-SLC
TSO-SLC-dsl-ct • SLC-TSO-UCT-NV-31839 612/31/2020 23:59 1.5646 1.5696 • SLC-TSO-UCT-UT-31840 212/31/2020 23:59 1.5646 1.5696 9.0050 9.0050 1.6080 1.6130 TSO-SLC-ub • SLC-TSO-U-NV-306135
Valero-Sparks
• SLC-TSO-U-UT-305666
HFC-Tucson-hep
TSO-Tucson
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-AZ-topt-200 019912/31/2020 23:59 1.7728 1.7778 0.0230 3.0130 3.4030 • LV-HFC-Unev-NV-200003 712/31/2020 23:59 1.7728 1.7778 3.0100 3.4000 • LV-HFC-Unev-UT-58409
Valero-Sparks-ct
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-AZ-topt-200 019901/01/2021 00:00 1.7728 1.7778 1.4080 2.0880 2.4880 • LV-HFC-Unev-NV-200003 701/01/2021 00:00 1.7728 1.7778 2.0850 2.4850 • LV-HFC-Unev-UT-58409
IA-LV
Alon-PHX • PHX-Alon-caljet-23002
IA-PHX
• PHX-Alon-km-76

IA-Reno
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/19/2022 23:59 3.8450 3.8500 2.0320 2.2320 2.5320 • LV-HFC-Unev-AZ-topt-200 019912/19/2022 23:59 3.8450 3.8500 2.0350 2.2350 2.5350 • LV-HFC-Unev-NV-200003 712/19/2022 23:59 3.8450 3.8500 2.0320 2.2320 2.5320 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/19/2022 23:59 3.8450 2.0350 2.2350 2.5350 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/23/2022 23:59 2.9005 2.9105 • SLC-MPC-UCT-UT-31840 212/23/2022 23:59 2.9005 2.9105 2.9500 2.9600 TSO-SLC-ub • SLC-MPC-U-NV-306135
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/26/2022 23:59 2.9575 2.9675 • SLC-MPC-UCT-UT-31840 212/26/2022 23:59 2.9575 2.9675 3.0070 3.0170 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/23/2022 23:59 3.9450 3.9500 2.2320 2.4320 2.7320 • LV-HFC-Unev-AZ-topt-200 019912/23/2022 23:59 3.9450 3.9500 2.2350 2.4350 2.7350 • LV-HFC-Unev-NV-200003 712/23/2022 23:59 3.9450 3.9500 2.2320 2.4320 2.7320 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/24/2022 00:00 4.0450 3.9500 2.2320 2.4320 2.7320 • LV-HFC-Unev-AZ-topt-200 019912/24/2022 00:00 4.0450 3.9500 2.2350 2.4350 2.7350 • LV-HFC-Unev-NV-200003 712/24/2022 00:00 4.0450 3.9500 2.2320 2.4320 2.7320 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/23/2022 23:59 3.9450 2.2350 2.4350 2.7350 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/24/2022 00:00 4.0450 2.2350 2.4350 2.7350 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/26/2022 23:59 4.1050 2.2950 2.4950 2.7950 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/26/2022 23:59 4.1050 4.1100 2.2920 2.4920 2.7920 • LV-HFC-Unev-AZ-topt-200 019912/26/2022 23:59 4.1050 4.1100 2.2950 2.4950 2.7950 • LV-HFC-Unev-NV-200003 712/26/2022 23:59 4.1050 4.1100 2.2920 2.4920 2.7920 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/27/2022 00:00 4.1050 4.1100 2.2920 2.4920 2.7920 • LV-HFC-Unev-AZ-topt-200 019912/27/2022 00:00 4.1050 4.1100 2.2950 2.4950 2.7950 • LV-HFC-Unev-NV-200003 712/27/2022 00:00 4.1050 4.1100 2.2920 2.4920 2.7920 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/27/2022 00:00 4.1050 2.2950 2.4950 2.7950 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/27/2022 23:59 2.9680 2.9780 • SLC-MPC-UCT-UT-31840 212/27/2022 23:59 2.9680 2.9780 3.0175 3.0275 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/27/2022 23:59 4.1273 4.1323 2.3670 2.5670 2.8670 • LV-HFC-Unev-AZ-topt-200 019912/27/2022 23:59 4.1273 4.1323 2.3700 2.5700 2.8700 • LV-HFC-Unev-NV-200003 712/27/2022 23:59 4.1273 4.1323 2.3670 2.5670 2.8670 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/28/2022 00:00 4.1550 4.1323 2.3670 2.5670 2.8670 • LV-HFC-Unev-AZ-topt-200 019912/28/2022 00:00 4.1550 4.1323 2.3700 2.5700 2.8700 • LV-HFC-Unev-NV-200003 712/28/2022 00:00 4.1550 4.1323 2.3670 2.5670 2.8670 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/27/2022 23:59 4.1273 2.3700 2.5700 2.8700 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/28/2022 00:00 4.1550 2.3700 2.5700 2.8700 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/28/2022 23:59 3.0334 3.0434 • SLC-MPC-UCT-UT-31840 212/28/2022 23:59 3.0334 3.0434 3.0829 3.0929 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/28/2022 23:59 4.1997 4.2047 2.4870 2.6870 2.9870 • LV-HFC-Unev-AZ-topt-200 019912/28/2022 23:59 4.1997 4.2047 2.4900 2.6900 2.9900 • LV-HFC-Unev-NV-200003 712/28/2022 23:59 4.1997 4.2047 2.4870 2.6870 2.9870 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/29/2022 00:00 4.1449 4.1499 2.4870 2.6870 2.9870 • LV-HFC-Unev-AZ-topt-200 019912/29/2022 00:00 4.1449 4.1499 2.4900 2.6900 2.9900 • LV-HFC-Unev-NV-200003 712/29/2022 00:00 4.1449 4.1499 2.4870 2.6870 2.9870 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/28/2022 23:59 4.1997 2.4900 2.6900 2.9900 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/29/2022 00:00 4.1449 2.4900 2.6900 2.9900 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/29/2022 23:59 3.0847 3.0947 • SLC-MPC-UCT-UT-31840 212/29/2022 23:59 3.0847 3.0947 3.1342 3.1442 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/29/2022 23:59 4.1449 4.1499 2.5870 2.7870 3.0870 • LV-HFC-Unev-AZ-topt-200 019912/29/2022 23:59 4.1449 4.1499 2.5900 2.7900 3.0900 • LV-HFC-Unev-NV-200003 712/29/2022 23:59 4.1449 4.1499 2.5870 2.7870 3.0870 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/30/2022 00:00 4.1048 4.1098 2.5870 2.7870 3.0870 • LV-HFC-Unev-AZ-topt-200 019912/30/2022 00:00 4.1048 4.1098 2.5900 2.7900 3.0900 • LV-HFC-Unev-NV-200003 712/30/2022 00:00 4.1048 4.1098 2.5870 2.7870 3.0870 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/29/2022 23:59 4.1449 2.5900 2.7900 3.0900 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/30/2022 00:00 4.1048 2.5900 2.7900 3.0900 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/02/2023 23:59 3.1743 3.1843 • SLC-MPC-UCT-UT-31840 201/02/2023 23:59 3.1743 3.1843 3.2238 3.2338 TSO-SLC-ub • SLC-MPC-U-NV-306135
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 612/30/2022 23:59 3.1336 3.1436 • SLC-MPC-UCT-UT-31840 212/30/2022 23:59 3.1336 3.1436 3.1831 3.1931 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/30/2022 23:59 4.1048 4.1098 2.6870 2.8870 3.1870 • LV-HFC-Unev-AZ-topt-200 019912/30/2022 23:59 4.1048 4.1098 2.6900 2.8900 3.1900 • LV-HFC-Unev-NV-200003 712/30/2022 23:59 4.1048 4.1098 2.6870 2.8870 3.1870 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2022 00:00 4.1098 4.1148 2.6870 2.8870 3.1870 • LV-HFC-Unev-AZ-topt-200 019912/31/2022 00:00 4.1098 4.1148 2.6900 2.8900 3.1900 • LV-HFC-Unev-NV-200003 712/31/2022 00:00 4.1098 4.1148 2.6870 2.8870 3.1870 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020012/30/2022 23:59 4.1048 2.6900 2.8900 3.1900 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/31/2022 00:00 4.1098 2.6900 2.8900 3.1900 IA-LV
• LV-HFC-Unev-UT-topt-200 020012/31/2022 23:59 4.1098 2.6900 2.9400 3.1900 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 812/31/2022 23:59 4.1098 4.1148 2.6870 2.9370 3.1870 • LV-HFC-Unev-AZ-topt-200 019912/31/2022 23:59 4.1098 4.1148 2.6900 2.9400 3.1900 • LV-HFC-Unev-NV-200003 712/31/2022 23:59 4.1098 4.1148 2.6870 2.9370 3.1870 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/03/2023 00:00 4.1098 4.1148 2.6600 3.1870 • LV-HFC-Unev-AZ-topt-200 019901/03/2023 00:00 4.1098 4.1148 2.6900 2.6630 3.1900 • LV-HFC-Unev-NV-200003 701/03/2023 00:00 4.1098 4.1148 2.6600 3.1870 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/03/2023 00:00 4.1098 4.1148 2.8370 2.7600 3.1370 • LV-HFC-Unev-AZ-topt-200 019901/03/2023 00:00 4.1098 4.1148 2.8400 2.7630 3.1400 • LV-HFC-Unev-NV-200003 701/03/2023 00:00 4.1098 4.1148 2.8370 2.7600 3.1370 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/03/2023 00:00 4.1098 2.6900 2.6630 3.1900 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/03/2023 10:00 4.1098 4.1148 2.8370 2.7600 3.1370 • LV-HFC-Unev-AZ-topt-200 019901/03/2023 10:00 4.1098 4.1148 2.8400 2.7630 3.1400 • LV-HFC-Unev-NV-200003 701/03/2023 10:00 4.1098 4.1148 2.8370 2.7600 3.1370 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/03/2023 00:00 4.1098 2.8400 2.7630 3.1400 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/03/2023 10:00 4.1098 2.8400 2.7630 3.1400 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/03/2023 23:59 4.1098 2.8400 2.9900 3.1400 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/03/2023 23:59 3.1743 3.1843 • SLC-MPC-UCT-UT-31840 201/03/2023 23:59 3.1743 3.1843 3.2238 3.2338 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/03/2023 23:59 4.1098 4.1148 2.8370 2.9870 3.1370 • LV-HFC-Unev-AZ-topt-200 019901/03/2023 23:59 4.1098 4.1148 2.8400 2.9900 3.1400 • LV-HFC-Unev-NV-200003 701/03/2023 23:59 4.1098 4.1148 2.8370 2.9870 3.1370 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/04/2023 00:00 3.9089 3.9139 2.8370 2.9870 3.1370 • LV-HFC-Unev-AZ-topt-200 019901/04/2023 00:00 3.9089 3.9139 2.8400 2.9900 3.1400 • LV-HFC-Unev-NV-200003 701/04/2023 00:00 3.9089 3.9139 2.8370 2.9870 3.1370 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/04/2023 00:00 3.9089 2.8400 2.9900 3.1400 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/04/2023 23:59 3.9089 3.2108 3.3608 3.5108 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/04/2023 23:59 3.1529 3.1629 • SLC-MPC-UCT-UT-31840 201/04/2023 23:59 3.1529 3.1629 3.2024 3.2124 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/04/2023 23:59 3.9089 3.9139 3.2078 3.3578 3.5078 • LV-HFC-Unev-AZ-topt-200 019901/04/2023 23:59 3.9089 3.9139 3.2108 3.3608 3.5108 • LV-HFC-Unev-NV-200003 701/04/2023 23:59 3.9089 3.9139 3.2078 3.3578 3.5078 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/05/2023 00:00 3.7498 3.7548 3.2078 3.3578 3.5078 • LV-HFC-Unev-AZ-topt-200 019901/05/2023 00:00 3.7498 3.7548 3.2108 3.3608 3.5108 • LV-HFC-Unev-NV-200003 701/05/2023 00:00 3.7498 3.7548 3.2078 3.3578 3.5078 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/05/2023 00:00 3.7498 3.2108 3.3608 3.5108 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/05/2023 23:59 3.1544 3.1644 • SLC-MPC-UCT-UT-31840 201/05/2023 23:59 3.1544 3.1644 3.2039 3.2139 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/05/2023 23:59 3.7498 3.7548 3.2370 3.3870 3.5370 • LV-HFC-Unev-AZ-topt-200 019901/05/2023 23:59 3.7498 3.7548 3.2400 3.3900 3.5400 • LV-HFC-Unev-NV-200003 701/05/2023 23:59 3.7498 3.7548 3.2370 3.3870 3.5370 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/06/2023 00:00 3.6672 3.6722 3.2370 3.3870 3.5370 • LV-HFC-Unev-AZ-topt-200 019901/06/2023 00:00 3.6672 3.6722 3.2400 3.3900 3.5400 • LV-HFC-Unev-NV-200003 701/06/2023 00:00 3.6672 3.6722 3.2370 3.3870 3.5370 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/05/2023 23:59 3.7498 3.2400 3.3900 3.5400 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/06/2023 00:00 3.6672 3.2400 3.3900 3.5400 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/06/2023 23:59 3.6672 3.2181 3.3681 3.5181 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/06/2023 23:59 3.1554 3.1654 • SLC-MPC-UCT-UT-31840 201/06/2023 23:59 3.1554 3.1654 3.2049 3.2149 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/06/2023 23:59 3.6672 3.6722 3.2151 3.3651 3.5151 • LV-HFC-Unev-AZ-topt-200 019901/06/2023 23:59 3.6672 3.6722 3.2181 3.3681 3.5181 • LV-HFC-Unev-NV-200003 701/06/2023 23:59 3.6672 3.6722 3.2151 3.3651 3.5151 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/07/2023 00:00 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-AZ-topt-200 019901/07/2023 00:00 3.7110 3.7160 3.2181 3.3681 3.5181 • LV-HFC-Unev-NV-200003 701/07/2023 00:00 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/07/2023 00:00 3.7110 3.2181 3.3681 3.5181 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/07/2023 23:59 3.7110 3.2181 3.3681 3.5181 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/07/2023 23:59 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-AZ-topt-200 019901/07/2023 23:59 3.7110 3.7160 3.2181 3.3681 3.5181 • LV-HFC-Unev-NV-200003 701/07/2023 23:59 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/09/2023 00:00 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-AZ-topt-200 019901/09/2023 00:00 3.7110 3.7160 3.2181 3.3681 3.5181 • LV-HFC-Unev-NV-200003 701/09/2023 00:00 3.7110 3.7160 3.2151 3.3651 3.5151 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/09/2023 00:00 3.7110 3.2181 3.3681 3.5181 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/09/2023 23:59 3.1626 3.1726 • SLC-MPC-UCT-UT-31840 201/09/2023 23:59 3.1626 3.1726 3.2121 3.2221 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/09/2023 23:59 3.7110 3.7160 3.2246 3.3670 3.5246 • LV-HFC-Unev-AZ-topt-200 019901/09/2023 23:59 3.7110 3.7160 3.2276 3.3700 3.5276 • LV-HFC-Unev-NV-200003 701/09/2023 23:59 3.7110 3.7160 3.2246 3.3670 3.5246 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/10/2023 00:00 3.6958 3.7008 3.2246 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/10/2023 00:00 3.6958 3.7008 3.2276 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/10/2023 00:00 3.6958 3.7008 3.2246 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/09/2023 23:59 3.7110 3.2276 3.3700 3.5276 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/10/2023 00:00 3.6958 3.2276 3.3700 3.5200 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/10/2023 23:59 3.1725 3.1825 • SLC-MPC-UCT-UT-31840 201/10/2023 23:59 3.1725 3.1825 3.2220 3.2320 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/10/2023 23:59 3.6958 3.7008 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/10/2023 23:59 3.6958 3.7008 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/10/2023 23:59 3.6958 3.7008 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/11/2023 00:00 3.7251 3.7301 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/11/2023 00:00 3.7251 3.7301 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/11/2023 00:00 3.7251 3.7301 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/10/2023 23:59 3.6958 3.2200 3.3700 3.5200 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/11/2023 00:00 3.7251 3.2200 3.3700 3.5200 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/11/2023 23:59 3.1742 3.1842 • SLC-MPC-UCT-UT-31840 201/11/2023 23:59 3.1742 3.1842 3.2237 3.2337 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/11/2023 23:59 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/11/2023 23:59 3.7115 3.7165 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/11/2023 23:59 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/12/2023 00:00 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/12/2023 00:00 3.7115 3.7165 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/12/2023 00:00 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/11/2023 23:59 3.7115 3.2200 3.3700 3.5200 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/12/2023 00:00 3.7115 3.2200 3.3700 3.5200 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/12/2023 23:59 3.1980 3.2080 • SLC-MPC-UCT-UT-31840 201/12/2023 23:59 3.1980 3.2080 3.2475 3.2575 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/12/2023 23:59 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/12/2023 23:59 3.7115 3.7165 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/12/2023 23:59 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/13/2023 00:00 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/13/2023 00:00 3.7115 3.7165 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/13/2023 00:00 3.7115 3.7165 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/12/2023 23:59 3.7115 3.2200 3.3700 3.5200 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/13/2023 00:00 3.7115 3.2200 3.3700 3.5200 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/13/2023 23:59 3.2147 3.2247 • SLC-MPC-UCT-UT-31840 201/13/2023 23:59 3.2147 3.2247 3.2642 3.2742 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/13/2023 23:59 3.7488 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/13/2023 23:59 3.7488 3.7538 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/13/2023 23:59 3.7488 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/14/2023 00:00 3.7715 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/14/2023 00:00 3.7715 3.7538 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/14/2023 00:00 3.7715 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/13/2023 23:59 3.7488 3.2200 3.3700 3.5200 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/14/2023 00:00 3.7715 3.2200 3.3700 3.5200 IA-LV
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/16/2023 00:00 3.7715 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-AZ-topt-200 019901/16/2023 00:00 3.7715 3.7538 3.2200 3.3700 3.5200 • LV-HFC-Unev-NV-200003 701/16/2023 00:00 3.7715 3.7538 3.2170 3.3670 3.5170 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/16/2023 00:00 3.7715 3.2200 3.3700 3.5200 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/16/2023 23:59 3.7815 3.2300 3.3800 3.5300 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/16/2023 23:59 3.2310 3.2410 • SLC-MPC-UCT-UT-31840 201/16/2023 23:59 3.2310 3.2410 3.2805 3.2905 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/16/2023 23:59 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-AZ-topt-200 019901/16/2023 23:59 3.7815 3.7865 3.2300 3.3800 3.5300 • LV-HFC-Unev-NV-200003 701/16/2023 23:59 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/17/2023 00:00 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-AZ-topt-200 019901/17/2023 00:00 3.7815 3.7865 3.2300 3.3800 3.5300 • LV-HFC-Unev-NV-200003 701/17/2023 00:00 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/17/2023 00:00 3.7815 3.2300 3.3800 3.5300 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/17/2023 23:59 3.2388 3.2488 • SLC-MPC-UCT-UT-31840 201/17/2023 23:59 3.2388 3.2488 3.2883 3.2983 TSO-SLC-ub • SLC-MPC-U-NV-306135
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/17/2023 23:59 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-AZ-topt-200 019901/17/2023 23:59 3.7815 3.7865 3.2300 3.3800 3.5300 • LV-HFC-Unev-NV-200003 701/17/2023 23:59 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-UT-58409
HFC-LV-unev • LV-HFC-Unev-AZ-200003 801/18/2023 00:00 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-AZ-topt-200 019901/18/2023 00:00 3.7815 3.7865 3.2300 3.3800 3.5300 • LV-HFC-Unev-NV-200003 701/18/2023 00:00 3.7815 3.7865 3.2270 3.3770 3.5270 • LV-HFC-Unev-UT-58409
• LV-HFC-Unev-UT-topt-200 020001/17/2023 23:59 3.7815 3.2300 3.3800 3.5300 IA-LV
• LV-HFC-Unev-UT-topt-200 020001/18/2023 00:00 3.7815 3.2300 3.3800 3.5300 IA-LV
TSO-SLC-dsl-ct • SLC-MPC-UCT-NV-31839 601/18/2023 23:59 3.2588 3.2688 • SLC-MPC-UCT-UT-31840 201/18/2023 23:59 3.2588 3.2688 3.3083 3.3183 TSO-SLC-ub • SLC-MPC-U-NV-306135
